17
17
17
17
17
17
17
6
17
5
5
6
17
5
6
17
17
16
17
5
5
5
6
18
5
18
5
6
2
7
5
4
17
5
6
5
6
6
5
6
5
5
5
5
5
17
5
18
17
5
